rating,text,date,trip_type,date_status,gpt_sentiment,predicted_roberta
3,"Possibly one of the strangest places I've ever visited, Het Katten Kabinet is relatively small - about three rooms on the second floor of a large canal house - but (somewhat) makes up for its limited size with its utter absurdity. The 'museum' is filled, floor-to ceiling, with art about and featuring felines, with a edge of neglect that pushes the whole thing just over the edge of weird into creepy. Strangely, all of the cat art is hung over the existing furnishings of what seems to have once been a fairly well-appointed home - as if someone just couldn't be bothered to move anything before converting the space. There are real cats that live there (because of course there are - also they are friendly and will let you pet them) and a backyard you can peek at but not enter, full of cat and kitten related metal signs. The 7 euro admittance fee feels a little steep for the 10 minutes you'll spend here but it's weird enough that I wouldn't tell you to immediately cross it off your list either.  I'm not sure what I was expecting when I went - and even after going I'm not totally sure what to tell someone else, except that this is not a place to go with any expectation of learning something about cats - if anything it is a place to learn about people who love cats. A short and strange trip into the demented mind of the proverbial crazy cat lady. If your sense of humor tends toward absurdity and farce, sure, swing by real quick.. you'll probably be at least mildly amused. If you don't usually use the word 'weird' as a term of endearment ... maybe skip it?Overall - I would probably recommend this for either a) CAT. PEOPLE. or b) people feeling giggly post coffee shop visit. It would probably be best enjoyed by those who are at least a little of both.",Jan 2017,,date_only,中立,負面
4,"This was an accidental find as I didn't know it existed but only saw through a 'mini- card' in my hotel (that also entitled me to a free postcard!) the price is a bit steep (7 euros) as I only spent about 15 minutes inside but it's jam packed with cats. Pictures, advertising posters, sculptures and much more. Quirky and beautiful canal side house as well. There is a small shop at the end with cat related gifts. A very pleasant way to spend a half hour or so - if you like cats that is...",Feb 2017,Solo,date_with_label,正面,正面
5,"We missed our cat back in Denmark, so we found this place, it made us feel a lot better. The museum isn't that big, but has everything a cat house should have, from mummified cats to alive and nice ones. Lovely for families",Feb 2017,,date_only,正面,正面
4,"Quaint but wonderful little place, with a great collection of feline-themed posters, paintings, drawing, and even a few antiquities. The sole feline inhabitant was worshipping Ra from a prostrate position on a very comfy-looking couch near the entrance. Unfortunately the gift shop didn't offer replicas of the more interesting posters on display.",Jan 2017,Couples,date_with_label,正面,中立
5,"The Cat Cabinet is in a beautiful canal house and is the only museum in the world dedicated to art about cats. It has an excellent collection of posters, paintings, and sculptures from all over the world. My favorites were the Steinlen posters. It also has two live cats.You can see it all in about an hour. It is definitely worth the trip if you love cats!",Jan 2017,Solo,date_with_label,正面,正面
5,"As a cat lover, this place was amazing! So lovely and I got to sit and stroke some of the cats living there, no need to pre book either! Ideal place for cat lovers to look around at the art work; definitely recommend",Jan 2017,Friends,date_with_label,正面,正面
4,"We went to the museum after seeing it advertised in our hotel. We knew it was an art museum but didn't know exactly what to expect. The rooms are beautiful and are filled with drawings, paintings, pictures and sculptures of all different types of cats. When we were walking through we were also greeted by two cats who lived there and they were very friendly and happy to be fussed!",Jan 2017,Couples,date_with_label,正面,正面
3,"This was the weirdest place I've ever visited. Can't really make up my mind if I liked it or not - it's just a house filled with cat related artwork. The several real cats we saw along the way made it worthwhile (I was missing my cat, so this is a good way to get some purr-time if you're having withdrawal symptoms!!) The good news is that it's cheap, so good if you've got time to kill but don't bust a guy trying to visit with limited time.",Jan 2017,Couples,date_with_label,中立,正面
5,"In the peace of a very beautiful typical house of Amsterdam very nicely furnished and decoratedA collection on the Cat : paintings, sculptures, posters, mummy ! And real cats purring and being caressed.A good time in Amsterdam !",Dec 2016,,date_only,正面,正面
4,"This is very interesting and fun to do, the staff is very nice, the house is a monument by itself and it's quite interesting to visit, i would recommend it and the price is affordable so if you're looking for something unusual to do, go for it ! (+ of course the pleasure of being surrounded by so many cute cats walking around)",Aug 2016,Couples,date_with_label,正面,正面
1,It's €7 pp entry to a single floor of the townhouse containing more posters of art than actual original art containing cats. There is the small garden which too contained posters on sticks stuck into the ground - the garden was closed off due to light rain. Overall I'd seen everything in 10 minutes. Maybe less if I hadn't stroked the cat wandering around. Not what I expect for such a price.I'd have had more fun spending that €7 on a coffee and watching cat gifs on my phone.,Nov 2016,,date_only,負面,負面
